File,Binoculars,GPTZero,Fast-DetectGPT,Date/Category
wildcat_arizona_2021_27,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_28,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_29,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_30,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_31,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_32,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_33,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_34,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_35,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_36,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_37,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_38,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_39,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_40,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_41,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_42,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_43,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_44,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_45,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_46,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_47,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_48,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_49,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_50,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_51,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_52,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_53,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_54,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_55,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_56,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_57,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_58,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_59,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_60,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_61,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_62,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_63,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_64,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_65,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_66,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_67,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_68,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_69,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_70,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_71,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_72,HUMAN,HUMAN,AI,2021/Colleges
wildcat_arizona_2021_73,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_74,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_75,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_76,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_77,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_78,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_79,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_80,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_81,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_82,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_83,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_84,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_85,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_86,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_87,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_88,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_89,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_90,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_91,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_92,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_93,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_94,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_95,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_96,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_97,HUMAN,HUMAN,HUMAN,2021/Colleges
wildcat_arizona_2021_98,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_0,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_1,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_2,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_3,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_4,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_5,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_6,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_7,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_8,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_9,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_10,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_11,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_12,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_13,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_14,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_15,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_16,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_17,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_18,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_19,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_20,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_21,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_22,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_23,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_24,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_25,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_26,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_27,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_28,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_29,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_30,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_31,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_32,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_33,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_34,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_35,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_36,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_37,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_38,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_39,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_40,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_41,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_42,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_43,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_44,HUMAN,HUMAN,HUMAN,2021/Colleges
thetech_mit_2021_45,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_0,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_1,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_2,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_3,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_4,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_5,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_6,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_7,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_8,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_9,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_10,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_11,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_12,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_13,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_14,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_15,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_16,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_17,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_18,HUMAN,HUMAN,AI,2021/Colleges
state_press_2021_19,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_20,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_21,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_22,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_23,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_24,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_25,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_26,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_27,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_28,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_29,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_30,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_31,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_32,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_33,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_34,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_35,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_36,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_37,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_38,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_39,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_40,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_41,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_42,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_43,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_44,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_45,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_46,HUMAN,HUMAN,AI,2021/Colleges
state_press_2021_47,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_48,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_49,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_50,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_51,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_52,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_53,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_54,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_55,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_56,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_57,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_58,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_59,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_60,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_61,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_62,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_63,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_64,HUMAN,HUMAN,HUMAN,2021/Colleges
state_press_2021_65,HUMAN,HUMAN,AI,2021/Colleges
state_press_2021_66,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_0,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_1,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_2,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_3,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_4,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_5,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_6,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_7,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_8,HUMAN,HUMAN,AI,2021/Colleges
newuniversity_california_irvine_2021_9,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_10,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_11,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_12,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_13,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_14,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_15,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_16,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_17,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_18,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_19,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_20,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_21,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_22,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_23,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_24,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_25,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_26,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_27,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_28,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_29,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_30,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_31,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_32,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_33,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_34,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_35,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_36,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_37,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_38,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_39,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_40,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_41,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_42,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_43,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_44,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_45,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_46,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_47,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_48,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_49,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_50,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_51,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_52,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_53,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_54,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_55,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_56,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_57,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_58,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_59,HUMAN,HUMAN,HUMAN,2021/Colleges
newuniversity_california_irvine_2021_60,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_0,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_1,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_2,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_3,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_4,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_5,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_6,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_7,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_8,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_9,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_10,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_11,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_12,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_13,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_14,HUMAN,HUMAN,AI,2021/Colleges
ubyssey_2021_15,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_16,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_17,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_18,HUMAN,HUMAN,AI,2021/Colleges
ubyssey_2021_19,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_20,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_21,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_22,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_23,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_24,HUMAN,HUMAN,AI,2021/Colleges
ubyssey_2021_25,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_26,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_27,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_28,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_29,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_30,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_31,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_32,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_33,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_34,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_35,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_36,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_37,HUMAN,HUMAN,HUMAN,2021/Colleges
ubyssey_2021_38,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_0,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_1,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_2,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_3,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_4,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_5,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_6,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_7,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_8,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_9,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_10,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_11,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_12,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_13,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_14,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_15,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_16,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_17,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_18,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_19,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_20,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_21,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_22,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_23,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_24,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_25,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_26,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_27,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_28,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_29,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_30,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_31,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_32,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_33,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_34,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_35,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_36,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_37,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_38,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_39,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_40,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_41,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_42,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_43,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_44,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_45,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_46,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_47,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_48,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_49,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_50,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_51,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_52,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_53,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_54,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_55,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_56,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_57,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_58,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_59,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_60,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_61,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_62,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_63,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_64,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_65,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_66,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_67,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_68,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_69,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_70,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_71,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_72,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_73,HUMAN,HUMAN,AI,2021/Colleges
stanforddaily_2021_74,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_75,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_76,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_77,HUMAN,HUMAN,HUMAN,2021/Colleges
stanforddaily_2021_78,HUMAN,HUMAN,HUMAN,2021/Colleges
