Link,Score,Prediction
Opinion | The Warped Electoral Logic Behind Trump's Antisemitism,0.9575757384300232,Most likely human-generated
Opinion | In Defense of Killer Robots,1.0340908765792847,Most likely human-generated
Opinion | What the Debate Over Guns Tells Us About America,0.9791666865348816,Most likely human-generated
Opinion | Trump Made a Huge Mistake by Announcing Early,0.9418604373931885,Most likely human-generated
Opinion | Why the ' Twitter Files' Are Falling Flat,0.976331353187561,Most likely human-generated
Opinion | The Fevered Anti-China Attitude in Washington Is Going to Backfire,1.0,Most likely human-generated
Opinion | The Criminal Referrals Are Not Enough,0.9946236610412598,Most likely human-generated
Opinion | Say Donald Trump's Name,1.0167597532272339,Most likely human-generated
Opinion | Time to Close Down the Elon Musk Circus,1.026455044746399,Most likely human-generated
Opinion | It's Time for the West to Cultivate an Alternative Information Ecosystem in Russia,0.9759036302566528,Most likely human-generated
Opinion | Let's Get American Revenge,1.0204081535339355,Most likely human-generated
Opinion | 2022 Is the Year We All Finally Got Tired of Narcissists,0.9838709831237793,Most likely human-generated
