article,author,sub_sentences
CNN_Clean_2022_result_480,ai,"Rising prices for fossil fuels -- oil, natural gas and coal -- have led to record profits this year for the companies that produce and sell them. Last week, for example,ExxonMobilreported record profits for a second quarter in a row, and Chevron reported profits that were almost double what they were last year.American consumers, meanwhile, have been feeling the pain of high energy prices as theirwageshave not kept up with inflation. Prices in the US in the past 12 months are up by 18.2% forgasoline, 15.5% for electricity and 33.1% for natural gas. And the impact of these rising prices is being felt particularly by lower-income households and workers.The message is clear: As energy companies continue to rake in massive profits, energy has become increasingly unaffordable for lower-income Americans. The federal government needs to take action now to help families maintain access to affordable energy throughout the winter.The US Census Bureau's recent Household Pulse Survey showed that 47.6% of families earning between $35,000 and $50,000 reducedspendingon food or medicine at least once in the last year to pay their home energy bills, up from 39.2% the previous year. As alarming as these numbers are, those who heat their homes with natural gas, electricity or heating oil could see their prices increase by 28%, 10% and 27% respectively under current winter forecasts, according to theEnergy Information Administration, and these prices could go even higher if it's a colder winter than projected.This is not a complicated problem to solve. Recently, theEuropean Unionapproved a policy to tax energy company profits that are more than 20% higher than the average yearly profits since 2018. The profits will then go to businesses and households to offset the impact of high energy prices.The Biden administration and Congress should follow the EU's lead and pass legislation that would redistribute a portion of energy companies' profits to families who are struggling to pay their energy bills. Just this week, President Joe Biden indicated his support for ataxon excessive oil and gas company profits as a result of the spike in prices.Legislationhas already been introduced in the US that would tax excesspetroleum profits. The funds raised by the tax would be distributed to single filers who make less than $75,000 in annual income and joint filers who make less than $150,000."
CNN_Clean_2022_result_228,ai,"Consumerinflationfigures for May will be out Friday, and the report is sure to be disquieting. Gasoline prices are seemingly breaking new record highs on almost a daily basis, food costs are soaring, and housing is becoming increasingly unaffordable.The persistence of highinflationin the US has been a surprise, certainly to me. But so too has been the ongoing pandemic - the vaccines that became available more than a year ago still have not ended it. And a Russian invasion was barely on the radar screen when troops crossed the Ukraine border earlier this year.Indeed, the quickly rising prices are due mostly to badly scrambled global supplies resulting from the ongoing pandemic and war in Ukraine, and much will depend on how these two shocks play out. Yet while predicting the course of events from here is intrepid, there are reasons to be optimistic. I'm confident that inflation will be meaningfully lower by this time next year and back to something we will feel comfortable with not too long thereafter.To be sure, the pandemic continues to weigh on the global economy. China, a major part of many supply chains, shut down big parts of the economy as it has grappled with the Omicron variant. It is tough to resolve supply chain bottlenecks when the biggest link has been all but broken.And in May, a still consequential 1.8 million Americans said that they were unable toworkdue to their employer closing down or losing business because of the pandemic. Meanwhile, businesses continue to struggle with labor shortages and must jack up pay to find and keep workers, adding to their costs, which they pass along in higher prices to their customers.Russia's invasion of Ukraine has further disrupted global supplies of oil, agricultural products and other commodities, causing prices to spike. USgasoline pricesare headed to over $5 per gallon, anddiesel prices, a big contributor to food prices - as much of what we pay for in the grocery store is the cost of getting the product from farm to store shelf - have risen even more.Nonetheless, the pandemic appears to be winding down. There surely will be more waves of the virus, but since the pandemic hit, each wave has been less disruptive to the economy than the one that preceded it."
CNN_Clean_2022_result_551,ai,"The price of supporting Donald Trump to the Republican Party keeps getting higher. The former president has gone through one of the most tumultuous weeks possible, with fresh evidence of why the party's connection to him -- and his potential nomination in 2024 -- could be extraordinarily damaging.A Manhattan jury found two of the companies in the Trump Organizationguilty of criminal tax fraudand falsifying tax business records on Tuesday, though Trump and his family were not charged in the case.And in Tuesday's Senate runoff election in Georgia, Trump's handpicked candidate, former football star Herschel Walker,lost to Sen. Raphael Warnock, giving Democrats a 51-seat majority in the Senate. That was also the day Trump posed for photos with a prominentQAnon conspiracy theoristat Mar-a-Lago.On Wednesday, the Washington Post reported that a team of investigators hired by the former president's lawyers, under a federal judge's order, found twodocuments with classified markingsin a Florida storage unit.Add it all up, the news is not good for those who argue that Trump is still the best option for the GOP's hopes of recapturing the White House. It is now fair to say that the former president has cost Republicans political power in three election cycles -- 2018, 2020 and 2022 -- and the heavy baggage of controversy that he carries with him just became much heavier. And there seems to be no end in sight.Nor was this week some sort of one-off. For instance, it comes after his decision to dine with Kanye West soon after Ye, as he's now known, mademore antisemitic comments. Also at the table that evening wasHolocaust denier Nick Fuentes, who is a notorious promoter of racism of all kinds.Commenting on everything that has happened, Republican strategist Scott Reed called this week, and the two that came before, ""devastating for Trump's future viability."" The writing on the wall,Reed told the New York Times, seems clear."
CNN_Clean_2022_result_290,ai,"During busier travel periods, a lower capacity makes it more difficult to rebook passengers when flights are canceled and jeopardizes service to less popular and more remote destinations all year long.Wages and the regional disadvantageThe expanding gap between supply and demand is forcing airlines to compete with one another for pilots through higher compensation. Recent contract negotiations are pushing uppilot salaries, which will challenge the airlines' profit margins and may not even be enough to address the shortfall, especially in the near term.The 2021median annual payfor airline pilots, co-pilots and flight engineers was $202,180, according to the US Bureau of Labor Statistics, and has been steadilyincreasing.The race to stay competitive on pilot pay is leaving smallerregional airlinesat a distinct disadvantage because they can't afford to compete. This will be especially true for those airlines not wholly owned by or affiliated with large airlines. Already, regionals are losingpilotsto bigger carriers where the compensation is materially higher and there's more potential for long-term career advancement. We expect the economic impact to be severe enough to prompt consolidations and even failures among US regional carriers - a further threat to service to smaller cities and sparsely traveled routes.The pilot shortfall and rising labor costs also could affect the standing of various low-cost carriers. On one hand, higher operating costs may undercut their ability to maintain lower fares than their global rivals, and the shortage is likely to prevent them from adding flights when demand is high. On the other, the disruption to the regional model may create growth opportunities. We expect the more successful low-cost carriers to cherry-pick the most profitable smaller city routes that might otherwise see reduced service. Success hinges on how effectively low-cost carriers can manage their relative pilot cost advantage, while still retaining pilots for growth.No quick fixWorking our way out of the pilot shortage will not be as easy."
Guardian_Clean_2020_result_38,ai,"A second feature of gatherings that affects the spread of the virus is whether they happen outdoors or indoors. Here, too,research suggeststhat outdoor activities are much safer thanindoorones.Finally, although this is more preliminary,evidencesuggests that if you're going to be in a crowd, a mobile one is better than a stationary one. None of these three aspects will protect you from infection definitively - but together they offer a modest level of risk reduction. And compared with the risk of catching Covid-19 that is present in many jobs or other activities, such as working in meat-packing plants, outdoor protests are likely to be much safer- especially if we carry outtesting, which can quickly reveal if the virus is spreading among protesters, asMassachusetts has done recently.It is also clear that there is a serious risk and grave public health cost to not addressing systemic racism against black people in America. Racism and police violence against black people is an epidemic, and the black community has faced the worst of coronavirus - both in mortality rates and economic fallout. The killings ofGeorge Floyd,Ahmaud ArberyandBreonna Taylorare the latest in a long history of brutality against black people in America, and have brought the urgency of this crisis to the forefront of public consciousness.So, let's be honest. Protests will result in more infections, with the greatest burden falling on black communities. But the number of people infected is likely to be lower than you might expect. A growing body ofevidenceindicates that the vast majority of infections occur in so-called super-spreader events, almost all of which take place indoors."
CNN_Clean_2022_result_530,ai,"On Tuesday, Stewart Rhodes, founder of the right-wing militia group Oath Keepers, wasconvictedby a jury in Washington, DC, of seditious conspiracy for his role planning and orchestrating the January 6, 2021 US Capitol insurrection.Rhodes and four other alleged members of the group faced several charges and each one of the defendants was found guilty of at least one charge in the trial. Prosecutors said they had pre-planned their part in the siege including the use of military ""stack"" formations to wedge their way through the mob and into Congress' hallowed halls.The verdicts confirm a core truth: The violent assault that day was designed, not ""spontaneous."" The mob was led, and by those committed to disorder, whatever the cost in bloodshed.Along with Rhodes, Kelly Meggs was convicted of seditious conspiracy. They both face up to 20 years in prison on that charge. Rhodes and Meggs were also found guilty of obstructing an official proceeding, as were their fellow group members Kenneth Harrelson, Jessica Watkins and Thomas Caldwell --and they all face a 20-year maximum sentence for this charge.This is a monumental win for the Justice Department, even though the jury acquitted three alleged Oath Keepers ofseditious conspiracy.But having found that the leader is guilty of that extraordinary crime is what matters most.A seditious conspiracy means that Rhodes and Meggs agreed to forcibly obstruct the execution of the laws of the United States by which presidential authority transfers from one party to the other at the pivotal moment of our constitutional government.Indictment for seditious conspiracy is rare, and convictions even rarer. It's been 27 years since the last, the 1995guilty verdictagainst ""the Blind Sheikh,"" Omar Abdel-Rahman, and nine fellow terrorists. Their sprawling conspiracy aimed to blow up New York's World Trade Center, the United Nations building and the George Washington Bridge.The Oath Keeper verdicts are even more historic. The jury sent a message: Try to overturn our democracy by force and you'll face a lot of years behind bars. It also confirmed that in courtrooms, facts matter.We cannot ignore the converse implications had acquittals or a hung jury occurred across the board. Either would have super-charged the imminent hyper-partisan House investigations of the Justice Department and the FBI."
CNN_Clean_2022_result_137,ai,"In short, OAMA will loosen Apple and Google's duopolistic grip on app markets, which unfairly disadvantages small developers by requiring them to pay rent in order to have their app usable on most people's phones. OAMA would force Apple to allow alternative app stores, enabling developers to escape their notorious30% commissionon everything that happens within their restrictive App Store, and it would require Apple and Google to allow people to choose what software to run on devices that they own.AICOA is a broader piece of legislation that would prevent the biggest tech monopolies from prioritizing their own products at the expense of alternatives. For example, it would crack down on giants likeAmazon, which use their massive data harvesting operation to make cheaper versions of popular products and then preference them in search results.Preventing tech giants from leveraging non-public data to give their own products an advantage is crucial to giving small alternative platforms a fighting chance. Stronger antitrust laws are an overdue intervention and would allow alternative platforms and business models a chance to flourish.These two bills won't fix everything that's wrong with Big Tech. We also urgently need data privacy protections, regulation targeting algorithmic discrimination and harm, transparency measures, and more. But after years of inaction from Congress passing these bills would be a historic step toward cracking down on these companies' monopoly abuses. That course correction will at least lay the groundwork for a future where people actually have options and can find a social media platform with content moderation and privacy practices that fit their needs. In other words, it'll help build an Internet where we can throw up our hands and say ""I'm leaving Twitter!"" and actually have somewhere to go.Opinion by Evan Greer for CNN Business PerspectivesTM & © 2022 Cable News Network, Inc., a Time Warner Company."
foxnews_opinion_foxnews_opinion_2021_result_84,ai,"While it is true that last winter produced little rain, the more salient issue is that California does not save water for a non-rainy day. Each year it allows trillions of gallons of water to come down from the mountains, rush through its rivers and go straight out to the ocean in the name of environmentalism.That water should be directed to fill reservoirs and pumped to thirsty farms and communities. Moreover, two reservoirs were approved by the state's voters in 2014, with a $7 billion plus bond, and not a single shovel of dirt has been turned because specious environmental claims. Nor has the state exploited the desalination opportunities the Pacific Ocean offers it.NEWSOM TAKES AIM AT RECALL, WARNS OF NATIONAL IMPLICATIONSIn short, California's water restrictions are largely the fault of bad policies championed by the likes of Gavin Newsom.The list can go on and on, including job flight out of the state. All of those policies affect every Californian - as did Newsom's draconian COVID shutdowns.In the final analysis, however, Newsom's arrogance will bring him down as much as anything.The nation knows of his dinner with lobbyist friends at the uber-expensive French Laundry restaurant in violation of Newsom's own COVID rules. Following the dinner, Newsom then proceeded to lie about what he did until he was faced with pictures of his transgressions. Still not deterred by that embarrassment, Newsom sent one of his children to a summer camp that violated the governor's masking rules. Rules for thee, but not for me.Beyond that, Newsom has retained his emergency powers, in the absence of a legal justification, and in the process, has handed out numerous no bid multibillion-dollar contracts to donors. Those donors are also giving donations to a nonprofit affiliated with Newsom's wife Jennifer Siebel Newsom."
Guardian_Clean_2022_result_87,ai,"But under this proposal the out-of-London version of ENO would receive less funding than its current form. So not only might people get a lower-quality product, we will also have to stop funding projects like ENO Breathe which is now available across the UK in 85 NHS trusts, or work with about 15,000 children in schools across the country every year. And it would stop us from being able to keep our ticket prices low, allowing young people to come free of charge and remain competitively priced for those over 21. We risk becoming exactly what they don't want us to be - an organisation for the local elite who can afford to pay £300 for a ticket. This is not what ENO stands for.We hope to meet the Arts Council this week and achieve clarity on exactly what it wants from us. If we don't lift and shift the company then, on the budget ACE is suggesting, the only thing we can do is make the orchestra chorus and technical teams redundant. And if that's not decimating ENO I don't know what it is.The petition to save ENO has now been signed by more than 40,000 people, from opera companies in the UK and across the world, to politicians on both sides of the house, and from young to old people. This is because thousands upon thousands of people see ENO for what it is - one of the many unique and remarkable success stories of British culture, whose sole aim - of bringing opera to everyone - is continually being reimagined for generation after generation after generation.The Arts Council has made a howling mistake, and the sooner it corrects it, the better.Stuart Murphy is chief executive of English National Opera Do you have an opinion on the issues raised in this article? If you would like to submit a response of up to 300 words by email to be considered for publication in ourletterssection, pleaseclick here."
CNN_Clean_2022_result_361,ai,"With midterm elections approaching in November, Democrats have surprisingly good reasons to feel optimistic. Republicans have reminded voters of how bad things can get with them in charge, as a spate of unpopular laws go into effect in conservative states that criminalize abortion and put the lives of pregnant women at risk, not to mention attempt to legally force legions of Americans into unwanted parenthood. Since recent estimates from the Brookings Institution show that raising a childhas never been more expensive, that reality hits particularly hard for voters who must now consider whether forced parenthood comports with their vision for America.At the same time, the Republican frontrunner for the 2024 presidential nomination and the undisputed head of the GOP -- former President Donald Trump -- is the subject of an investigation over his handling of classified documents and potential violations of the Espionage Act and other laws. He has repeatedly denied wrongdoing.What was initially believed to be a Republican sweep in November now has a bluer outlook, and for that, the GOP can thank itself.But Democrats shouldn't get too confident. We are living in an America that is crueler, more divided and more despairing than at any point in my lifetime. And while those conditions can lend themselves to positive and even transformative social change, they often do the opposite, pushing populations toward bigotry, hyper-nationalism and reactionary politics.Democrats are going to have a hard time harnessing voter energy toward positive change. They can, however, make the case that a Republican victory would be disastrous. To do that, they should lean into touting popular policies they will implement and emphasizing real threats posed by a GOP win. They need to make the case about what they would do to counter right-wing extremism."
CNN_Clean_2022_result_39,ai,"President Biden has led a successful campaign to cut Russia off from the global economy, withasset freezes,export controlsand a ban onRussian oil imports. While this has had a devastating impact on the Russian economy, there's no denying that Americans are feeling the reverberations as well.Gas pricesrose nearly 70 cents per gallon in a two-week period in the wake of the invasion.Pricesat the pump have since plateaued, but they are still more than $4 per gallon. Biden has responded by announcing the release of oil from the nation's Strategic Petroleum Reserve to increase supply and lower prices. The move, along with efforts from US allies overseas, will add more than one millionbarrels of oilper day to supply. Still, the president and Congress should go further in combating price increases. One way to do that is by enacting a temporarywindfall profits taxon Big Oil and the billions of dollars the industry has been raking in.Oil giants Shell, BP, ExxonMobil and Chevron reported more than $75 billion inprofitslast year.ExxonMobilalone made $8.9 billion in the final three months of 2021. This is in the wake of propping up Putin'sfossil fuel economyfor years. ExxonMobil's subsidiary,Exxon Neftegas Limited, has a stake in an oil and gas project that has generated billions in payments to Russia's federal and regional governments.BP, meanwhile, has owned one-fifth ofRosneft, the Russian state-owned oil company, since 2013, though it has said it would divest its stake.Shellhas a stake in an oil and gas project that Russian energy company Gazprom controls, whileChevronowns a stake in a pipeline venture there.These companies are in a position to profit from Russia's attack on Ukraine. Pumping oil costs them the same amount, but now they can sell it at prices driven up by the war. They are using the resulting windfall profits to increase payouts to shareholders throughbuybacks and dividends. When challenged during a congressional hearing last week,oil CEOsmade it clear they are not going to rein themselves in.That's why Congress must implement a temporary windfall profits tax which, according to a new report from theCenter for American Progress(CAP), could bring in tens of billions of dollars to help defray fuel costs for families. The tax would rise or fall as prices fluctuate, until prices return to pre-crisis levels.Currently,oil companiesearn more money when the prices they can charge rise. But if the tax rate of oil companies went up along with the price of oil, the windfall would be recaptured and could then be returned to American consumers via adirect payment, for instance.This proposal would be a temporary response to an extraordinary international energy crisis. Congress could ensure that the windfall profits tax would go away once oil prices return to normal levels ($75 per barrel of oil, according to the CAP analysis). But this won't be the last time that the US consumer is buffeted by volatile energy costs, especially if we remain so dependent on petroleum. For the longer term, Congress must also invest in building a clean energy economy.It's time to make oil companies pay their fair share and alleviate some of the burden on the American consumer. The most immediate action Congress should take is to enact a temporary windfall profits tax that ensures oil companies don't siphon away profits for themselves at the expense of American families.Opinion by Patrick Gaspard for CNN Business PerspectivesTM & © 2022 Cable News Network, Inc., a Time Warner Company."
FinancialPost_Clean_2022_result_101,ai,"Barring any additional changes, though, the bulk of residential development will be subject to the city's higher rates.From a local taxpayer's perspective, development charges and other similar levies are a handy way of funding infrastructure and services that are needed to service the city's growing population.Rather than paying for these services and amenities with property taxes, Toronto has shifted a significant share of the cost burden onto property developers. This arrangement works for city councillors, who can promise more services and amenities to voters without increasing property taxes or fees.On the surface, it would seem as though Toronto can have its cake and eat it, too. The reality, however, is that these fees make Toronto a more expensive, less inclusive place to live.Development charges are baked into developers' feasibility calculations, just like the cost of labour, materials and land. If the market is tight, as has been the case in recent years, there's a good chance they can pass these costs directly onto home buyers and renters, in order to make projects feasible. Otherwise, they might build less housing, which would further drive up prices and rents.In either case, those bearing the brunt of development charge increases are home buyers and renters, including first-time buyers, newcomers and lower-income households.The rationale for development charges is that ""growth should pay for growth."" In other words, new infrastructure should be paid for by new, rather than existing, residents. The problem is that it's not hard for the city to justify shifting the cost of projects it would have financed either way onto immigrants, people moving from elsewhere in the country and Torontonians looking for the opportunity to become homeowners.The list of services to be funded with this revenue stream is quite broad. Beyond the roads, sewers, police stations and other services directly tied to growth, development charges are also used to fund social or non-market housing.The irony is that by setting developer fees too high, the city risks reducing the number of units that would otherwise be built. This not only decreases the fees and taxes it might ultimately collect, but could worsen Toronto's affordability problem.This is especially problematic at a time when interest rates are on the rise and some developers are already considering shelving some projects. The city should be wary of further squeezing the goose that laid the golden egg.Development charges play well politically, but are easily abused."
CNN_Clean_2022_result_336,ai,"For weeks now, migrants have been arriving by the busload in New York City and Washington, sent there by Texas Republican Gov. Greg Abbott, in a cynical ploy that isoverwhelming public servicesin both cities.Abbott said he targeted the two cities run by Democrats quite deliberately. He is sending asylum-seekers north todraw attentionto the influx of migrants in his state.New York City officials said intake centers have received more than4,000 migrantssince late May. Since April, Abbott has sent another6,000 migrants to Washington.Washington was chosen because of its role as the seat of the US government, where federal immigration policy is forged. And in recent days, Abbott and New York Mayor Eric Adamshave traded barbsover immigration, prompting the Texas governor to send many of his state's migrants to the Big Apple. ""In addition to Washington, D.C., New York City is the ideal destination for these migrants, who can receive the abundance of city services and housing that Mayor Eric Adams has boasted about within the sanctuary city,""Abbott said in a statement. ""I hope he follows through on his promise of welcoming all migrants with open arms so that our overrun and overwhelmed border towns can find relief. ""The Texas governor said that migrants are taking these bus rides voluntarily and that they sign a waiver of consent. (It is important to note that these asylum-seekers areexercising their rightto claim humanitarian relief.) Adams, however, has said many of the migrants are being put on the northbound busesinvoluntarily.Even those who agree to leave Texas don't necessarily fully understand what awaits them at the end of their 30-hour or longer bus ride, when they are dropped off in an unfamiliar city with limited funds and no place to stay. Officials in both New York and the US capital have beenscrambling to provide lodging, food and support services to the new arrivals.Abbott's busing plan is not just heartless; it's also bad policy -- but that appears to be by design. His state is sending migrants to New York and Washington without coordination with authorities there. This is deliberately cruel, as some migrants arrive not just with emergency housing needs but withhealth issues.In his statementthis month, Abbott announced that he was busing migrants to the two cities ""because of President (Joe) Biden's continued refusal to acknowledge the crisis caused by his open border policies."
Independent_Clean_2020_result_25,ai,"If Labour Party members elect Rebecca Long-Bailey as their UK leader, they will fail to recognise that British society has moved on from the 1970s; that for many, aspiration has replaced class warfare. Such radical idealism would guarantee Tory success in the 2024 general election.If Labour MSPs in Holyrood back the notion of indyref2 on the SNP's timetable, they guarantee the Tories will remain the principal opposition party after the 2021 election. Their aim to attract voters by differentiating themselves from Boris Johnson's ""anti-neverendum"" position will surely backfire. Scottish pro-independence voters will invariably back the real thing, the SNP, not a shillyshallying Labour Party.As someone who in December voted for Edinburgh South Labour MP Ian Murray, this saddens me - I hope Labour can once more identify itself as a centre-left, unequivocally pro-UK party. If not, pro-UK Scots may well have just one major party to support in next year's Holyrood election.Martin Redfern EdinburghLen McCluskey says Rebecca Long-Bailey is an 'individual completely different from Jeremy Corbyn'Alternative factsMaintaining the fiction that she will have her referendum in 2020, Nicola Sturgeon tasks Scottish civil servants with devising a prospectus - or wish list - for such an event. This is a partisan political project for which state resources are being improperly used. Further, Derek Mackay is to produce alternative Government Expenditure and Revenue Scotland (Gers) figures, to show Scotland's prospects outside the UK in a rosy light, which seems bizarre, given that it is Scottish government statisticians who compile the Gers.Beyond that, we have the farce of The National newspaper engaging in ""fact-checking"" of pro-union claims. That a nationalist propaganda sheet should have pretensions to check facts, and to do so using contributors who will remain anonymous, stretches the bounds of credibility beyond reason.All of this, and the attendance of SNP MPs at so-called ""marches"", gives an impression of activism and optimism. It is geared particularly to trying to persuade doubters both in Scotland and elsewhere that the separatist cause is flourishing and is on the cusp of victory."
CNN_Clean_2022_result_81,ai,")Or, Shakespherean adaptations side-step his texts to go into the playwright's life. Films like ""All Is True"" and television shows such as ""Upstart Crow"" and ""Will"" adopt the approach of ""Shakespeare in Love,"" reading plots and characters from the plays back into the biography of their author.In contrast, ""Station Eleven"" turns to Shakespeare's afterlives. The HBO show -- a television adaptation of a novel by Emily St. John Mandel -- doesn't adapt one of Shakespeare's plays, but tells the story of a post-apocalyptic Shakespearean acting troupe.Elisions, refractions, speculative biographies, theatrical afterlives -- these Shakespherean adaptations capitalize on the playwright's cultural prominence to generate an audience but dodge his actual plays and poems. The push and pull of Shakespeare in these adaptations reflects the simultaneous nausea and enthusiasm many feel toward the author.His stories are captivating, the language beautiful, the performances inspiring, but Shakespeare is also crammed down our throats in school. English teachers who have to sell ""Hamlet"" to high-school students every year are very grateful for Alexander Skarsgard's finely sculpted Viking abs in ""The Northman. ""Shakespherean adaptations allow authors and audiences to simultaneously embrace and reject him. This approach goes all the way back to a1681 ""King Lear""that went around Shakespeare's 1605 play to restore the happy ending from its source. ""The Lion King"" on Broadway was Shakespherean -- an adaptation of an adaptation of ""Hamlet."""
foxnews_opinion_foxnews_opinion_2021_result_170,ai,"It resulted in headlines such as this from ABC9 in the battleground state of Iowa also from last June: ""Vice President Harris takes criticism from all sides on first foreign trip. ""Harris took enormous criticism for her refusal to truly visit the border despite being named czar of our border crisis. As some have pointed out, Harris has no real interest in being our border czar.TRILLION-DOLLAR 'CRUEL' SPENDING SPREE 'IS NOT WHAT JOE BIDEN CAMPAIGNED ON': SEN. TED CRUZHer statement that the U.S. 'must not shy away' from 'shameful past' of Columbus Day didn't win her any friends either.In plain terms, Harris has not been a help to herself, which is resulting in a likability crisis for her.3. Don't Expect Harris' Fortunes to Change.Recall thatHarris didn't enter the Iowa Caucus in 2020 because she was not popular among Democrats - most importantly not even among California Democrats. Her polling showed her dropping to fourth and fifth in the California primary before she gave up her presidential hopes.Why was she unpopular at that time in California? She was viewed as ambitious instead of caring - a political social climber not a leader.Part of that was because Harris never cultivated California voters. She was handed the nomination for attorney general and senator and never had to work to win the hearts and minds of California voters.A similar charge was made in a Politico article about her presidential run with the headline ""The spectacular collapse of Kamala Harris,"" which stated ""Aides groused about how Harris never built a base."" Overall, the article hardly painted a picture of a leader in control of her campaign.Her time as California's attorney general was marked by prosecutorial overreach controversies and her refusal to take positions on key issues - much like her absenteeism on the border. Then when she ran for president, she ran away from the ""tough on crime"" mantra she claimed as attorney general. That only reinforced her authenticity problem.All and all, Harris is simply in over her head and she is finding out that on the job learning in the modern media/Internet age is no easy task. In the future, she will be saddled with the Biden administration's bad record and as the face of its most unpopular immigration border policy.The vice president also doesn't have a history of handling difficult political moments - a requisite for presidential nominees - and something she cannot simply laugh off.2."
NYTimes_Clean_2021_result_97,ai,"'At this level of play, it's easy to admire all the competitors. The whole world becomes smaller as we're all glued to our TV sets, focused on something positive: the triumph of the human spirit, the marvel of the human body, the thrill of speed and strength.' ᅳ Sarah Brody, Spokane, Wash.At the 1992 Barcelona Games, my wife and I were in the stands when Derartu Tulu, a Black Ethiopian,passed Elana Meyer, a white South African, on the last lap to win the women's 10,000 meter. It was the first Games in which South African athletes were welcome after the 21-year anti-apartheid ban. In spite of what must have been a humbling loss, Meyer joined hands with Tulu in taking a joyous victory lap. It was an electric moment where, for just that instance, all things seemed possible for humanity. ᅳ Wayne Cagle Jr., Kansas City, Mo.The 1996 Olympics was held in my hometown, Atlanta. I will never forget trading pins with a basketball player from China during a chance encounter at a local fast-food restaurant. Even from the television set, the cultural exchange between nations is palpable. ᅳ Alison Morgan, AtlantaThelyrical beautyof Ludmilla Tourischeva of Russia and the sprightly energy of her teammate Olga Korbut at the 1972 Games in Munich made me, at 10, a gymnast and fan forever. And Russia became something other than the boogeyman that had us doing drills in school where we hid under our desks. ᅳ Margaret Goeden, Hong KongThe Black power salute given by Tommie Smith and John Carlos in Mexico City in 1968 during their 200-meter medal ceremony (Smith won the gold, Carlos bronze) was the only real thing I remembered from watching the Games for decades."
FinancialPost_Clean_2022_result_91,ai,"There are only so many parcels of land zoned or otherwise slotted for condo towers in official plans. So the Greater Toronto Area growth model has largely been restricted to building as many towers as possible in already dense areas. Meanwhile, 70 per cent of the city of Toronto's residential areas remained off-limits to anything other than detached houses.Opinion: Canada needs more rental housing, but the feds might make it harder to build(https://nationalpost.com/opinion/opinion-canada-needs-more-rental-housing-but-the-feds-might-make-it-harder-to-build)Adam Zivo: Is the City of Toronto giving young homebuyers the middle finger? (https://nationalpost.com/opinion/adam-zivo-is-the-city-of-toronto-giving-young-homebuyers-the-middle-finger)While this wasn't the only barrier to development, it made it difficult to add low-cost, incremental housing in much of the city. Building walk-up apartments and townhouses can be much cheaper per unit than condo buildings that require elevators and parking. So we weren't able to build enough housing, let alone enough low-cost housing. Hence the gravity-defying price increases of the past decade.To their credit, both Queen's Park and the City of Toronto have already taken steps in the right direction. The province has sought to streamline development charges(https://ero.ontario.ca/notice/019-0181) and update growth planning(https://www.ontario.ca/page/growth-plan-greater-golden-horseshoe-2019-order-council-6412019), with varying levels of success. The municipality, for its part, has reduced(https://www.toronto.ca/news/city-council-approves-changes-to-regulations-for-car-and-bike-parking-spaces-in-new-developments/) cumbersome parking requirements and expanded the areas allowing garden suites on single-family properties. But it is still limiting the bulk of the density permitted to a few pockets. Worse, it is doing so as the province is undertaking a generational investment in public transit infrastructure."
Guardian_Clean_2021_result_5,ai,"The most serious among them was certainly the ""lockdown light"" which began in November and was intended to clear the way for a safe festive season. It's impossible to know, of course, what the situation might be like now, had the government not taken those measures. But it's also clear that the pandemic worsened substantially despite these directives to minimise social contact, and the government-mandated closure of bars, restaurants, night clubs, gyms, pools and museums, while leaving shops, schools and daycare open.But even as they failed to contain the virus, these measures induced a certain pandemic weariness that spread to even the most avid supporters of the lockdown regulations. Plus, when it became clear that the ""lockdown light"" wasn't going to succeed in reducing numbers enough for Germans to celebrate a normal Christmas, Merkel's government introduced stricter regulations shortly before the holidays. Though, almost as if to make things more confusing, the ""hard lockdown"" included a number of exceptions designed to allow families to spend the Christmas holidays together.The fact that confusion and frustration followed can hardly be surprising. To make matters worse, Germans continue to wait for a vaccination programme to begin in earnest - health minister Jens Spahn's failure to secure enough doses of the vaccine counts as another major error in the governing coalition's management of the crisis. In general, though, it isn't at all clear what Germans think Merkel should have done instead. On the one hand, an initiative popular among parts of the left has argued for a ""zero Covid"" campaign, in which the economy and social life would be stopped nearly entirely in the hopes of reducing the number of new cases to nothing. The proposal is based on an article first published inthe Lancetin which a number of leading epidemiologists, including Christian Drosten, the tsar of Germany's coronavirus response, proposed a radical lockdown in hopes of reducing the number of new cases to 10 per million inhabitants per day.But zero Covid has been met with strong criticism from nearly every side of the political spectrum - as well as from some public health experts. The economic effects would be catastrophic; the measures could be enacted only with ""half-totalitarian"" policies; the cost for children, for women, and for the arts would be enormous. On the other side of the debate, given the high economic, social and psychological costs of lockdown measures, an increasing number of commentators are beginning to claim that we must ""learn to live"" with the pandemic. ""Returning to normal,"" wrote Jakob Augstein, publisher of the left-leaning weekly Der Freitag last week, ""means returning to the virus. ""But both of these calls for radically different approaches to the pandemic feel half-hearted. We've all seen the problems that come with a harder lockdown by now, while the example of Sweden has shown that relying on voluntary measures alone will likely lead to an alarming increase in the mortality rate. With the most recent reports showing a slight but steady improvement in the infection rate, discussions about loosening Germany's hard lockdown are certain to intensify - as is exhaustion with the continued efforts to slow the spread of the disease.All in all, however, most Germans seem to feel that Merkel's government has responded to the pandemic passably well. Distressingly enough, it turns out that 50,000 Covid dead might indeed be the picture of a successful response to the pandemic in a major European country.Peter Kuras is a writer and translator based in Berlin"
